Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
FQVTF,FEVERTREE DRINKS PLC ORD,Pink Current,39.270000,65.736700,200,Foreign Ordinary Shares,United Kingdom,
JSTTY,JUST EAT PLC UNSP/ADR,Pink Current,4.960000,85.525500,19397,ADRs,United Kingdom,England
NMHLY,NMC HEALTH PLC UNSP/ADR,Pink Current,30.260000,186.042400,974,ADRs,United Kingdom,
NHLPF,NAHL GROUP PLC ORD,Pink Current,1.370000,0.000000,0,Foreign Ordinary Shares,United Kingdom,
DSITF,DIXONS CARPHONE PLC,Pink Current,1.900000,1.733100,0,Foreign Ordinary Shares,United Kingdom,
CLOW,CLOUDWEB INC,Pink Current,0.150000,75.702200,47890,Common Stock,United Kingdom,
ATDRY,AUTO TRADER GRP UNSP/ADR,Pink Current,1.705000,72.618900,67486,ADRs,United Kingdom,
SPHHF,SOPHOS GROUP PLC ORD,Pink Current,3.955320,65.755000,6900,Foreign Ordinary Shares,United Kingdom,
AATDF,AA LTD ORD,Pink Current,1.150000,28.505500,0,Foreign Ordinary Shares,United Kingdom,
MBNKF,METRO BANK PLC ORD,Pink Current,10.200000,63.951600,15608,Foreign Ordinary Shares,United Kingdom,
BPRMF,BLUE PRISM GROUP PLC ORD,Pink Current,21.250000,171.816800,2581,Foreign Ordinary Shares,United Kingdom,
CINGF,COINSILIUM GROUP LTD ORD,Pink Current,0.040000,234.090300,100,Foreign Ordinary Shares,United Kingdom,
MMNT,MOMENTOUS HLDGS CORP,Pink Current,0.500000,834.125100,0,Common Stock,United Kingdom,
CNVVY,CONVATEC GRP PLC UNSP/ADR,Pink Current,7.360000,356.977700,0,ADRs,United Kingdom,
CNDGF,CONDOR GOLD PLC,Pink Current,0.290620,169.747900,0,Foreign Ordinary Shares,United Kingdom,Wales
JKPTF,JPJ GROUP PLC ORD,Pink Current,9.160000,241.488500,0,Foreign Ordinary Shares,United Kingdom,
GTTCF,GATTACA PLC,Pink Current,1.462600,0.000000,0,Foreign Ordinary Shares,United Kingdom,
CVSGF,CVS GROUP PLC,Pink Current,6.580000,12.645500,0,Foreign Ordinary Shares,United Kingdom,
GETPF,GETECH GROUP PLC,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,United Kingdom,
LKKRF,LOOKERS PLC,Pink Current,1.263800,510.286500,11800,Foreign Ordinary Shares,United Kingdom,
BRDYF,BRADY PLC CAMBRIDGE ORD,Pink Current,0.825080,0.000000,0,Foreign Ordinary Shares,United Kingdom,
PASMF,PREMIER ASSET MGMT GROUP,Pink Current,0.000000,,0,Foreign Ordinary Shares,United Kingdom,
FFHHF,FFI HLDGS PLC,Pink Current,0.267520,96.320700,0,Foreign Ordinary Shares,United Kingdom,
BHCCF,BENCHMARK HLDGS PLC,Pink Current,0.650000,0.000000,0,Foreign Ordinary Shares,United Kingdom,
ZDGGF,ZOO DIGITAL GROUP PLC ORD,Pink Current,0.720000,1.170000,0,Foreign Ordinary Shares,United Kingdom,
KNNNF,KAINOS GROUP PLC,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,United Kingdom,
INGLF,INGENTA PLC,Pink Current,1.718400,0.000000,0,Foreign Ordinary Shares,United Kingdom,
GLLX,GLOLEX INC,Pink Current,0.000000,,0,Common Stock,United Kingdom,
LXILF,LXI REIT PLC,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,United Kingdom,
FDDMF,FDM GROUP PLC BRIGHTON,Pink Current,13.200700,0.000000,0,Foreign Ordinary Shares,United Kingdom,
GRWXF,DRAPER ESPRIT PLC ORD,Pink Current,6.450000,1.418600,0,Foreign Ordinary Shares,United Kingdom,
SIRTF,SECURE INCOME REIT PLC,Pink Current,0.000000,0.000000,0,Other Security Type,United Kingdom,
ABDDF,AB DYNAMICS PLC,Pink Current,22.500000,0.000000,0,Foreign Ordinary Shares,United Kingdom,
DTTYF,DESTINY PHARMA HLDGS PLC,Pink Current,0.000000,,0,Foreign Ordinary Shares,United Kingdom,
TNNLF,TEN LIFESTYLE GROUP ORD,Pink Current,0.000000,219.767400,0,Foreign Ordinary Shares,United Kingdom,England
MTPTF,MOTORPOINT PLC ORD,Pink Current,2.723000,0.000000,0,Foreign Ordinary Shares,United Kingdom,England
YLLXF,YELLOW CAKE PLC,Pink Current,3.056100,0.000000,0,Foreign Ordinary Shares,United Kingdom,
EQINY,EQUINITI GROUP PLC,Pink Current,0.000000,,0,ADRs,United Kingdom,England
DFORF,D4T4 SOLUTIONS PLC ORD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,United Kingdom,England
ADMLF,ADRIATIC METALS CHESS DEP,Pink Current,0.000000,522.377600,0,Other Security Type,United Kingdom,England
PENXF,PENNANT INTL GRP PLC,Pink Current,0.000000,,0,Foreign Ordinary Shares,United Kingdom,England
QUPLF,QUIXANT PLC ORD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,United Kingdom,England
QUILF,QUILTER PLC,Pink Current,1.580000,0.000000,0,Foreign Ordinary Shares,United Kingdom,England
LUPGF,LOOPUP GROUP PLC,Pink Current,4.658300,0.000000,0,Foreign Ordinary Shares,United Kingdom,England
ATVGF,ALBION TECH & GEN VCT PLC,Pink Current,0.000000,,0,Foreign Ordinary Shares,United Kingdom,England
FDCHF,FUNDING CIRCLE HLDGS LTD,Pink Current,5.255080,49.470100,0,Foreign Ordinary Shares,United Kingdom,England
AMGDF,ASTON MARTIN LAGO,Pink Current,13.200000,112.831700,550,Foreign Ordinary Shares,United Kingdom,
ARGGY,ASTON MRTI LAGOND UNS/ADR,Pink Current,0.000000,,0,ADRs,United Kingdom,
IPXAF,IMPAX GROUP PLC,Pink Current,2.750000,0.000000,0,Foreign Ordinary Shares,United Kingdom,
WJPLF,WATKIN JONES PLC,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,United Kingdom,
SLVAF,SALVARX GROUP PLC,Pink Current,0.984400,0.000000,0,Foreign Ordinary Shares,United Kingdom,
CLPLF,CLIPPER LOGISTICS PLC,Pink Current,3.650000,0.000000,0,Common Stock,United Kingdom,
WREOF,W RESOURCES PLC,Pink Current,0.006400,0.000000,0,Common Stock,United Kingdom,
FOCIF,FOCUSRITE PLC,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,United Kingdom,
AEVEF,ARENA EVENTS GROUP PLC,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,United Kingdom,
ORXGF,ORCA EXPLORATION GROUP B,Pink Current,3.602900,99.244400,1000,Foreign Ordinary Shares,United Republic of Tanzania,
GLFW,GULF WEST INVST PPTYS INC,Pink Current,0.008300,57.674700,20000,Common Stock,USA,New York
WELX,WINLAND HOLDINGS CORP,Pink Current,1.490000,245.484300,0,Common Stock,USA,Minnesota
WLBAQ,WESTMORELAND COAL DEL,Pink Current,0.016400,155.537000,80130,Common Stock,USA,Colorado
GFMH,GOLIATH FILM & MEDIA HLDG,Pink Current,0.003100,17.314600,10000,Common Stock,USA,Nevada
IBAL,INTL BALER CORP NEW,Pink Current,1.650000,138.658700,6000,Common Stock,USA,Florida
WTBFA,W T B FINANCIAL CRP A,Pink Current,405.000000,0.000000,0,Common Stock,USA,Washington
WTBFB,W T B FINANCIAL CRP B,Pink Current,353.260000,105.635600,950,Common Stock,USA,Washington
VNORP,VORNADO RLTY TR 6.50 A PR,Pink Current,134.200000,0.000000,0,Preferred Stock,USA,New York
DPLS,DARKPULSE INC,Pink Current,0.003500,224.544400,463513,Common Stock,USA,New York
VIDE,VIDEO DISPLAY CORP,Pink Current,1.200000,95.110600,1200,Common Stock,USA,Georgia
VRTC,VERITEC INC,Pink Current,0.060000,132.819700,0,Common Stock,USA,Minnesota
PMPG,PREMIER PRODUCTS GROUP,Pink Current,0.007550,221.617300,1878727,Common Stock,USA,Maryland
UHID,UNIVERSAL HLTH SVCS D COM,Pink Current,116.950000,0.000000,0,Common Stock,USA,Pennsylvania
UTGN,UTG INC,Pink Current,30.101000,65.153200,120,Common Stock,USA,Kentucky
UAHC,UNITED AMER HEALTHCARE CP,Pink Current,0.240000,92.756600,21847,Common Stock,USA,Illinois
UELMO,UNION ELEC CO 3.70 PR,Pink Current,92.950000,0.000000,0,Preferred Stock,USA,Missouri
UEPCN,UNION ELEC CO 4.75 PR,Pink Current,98.700000,0.000000,0,Preferred Stock,USA,Missouri
UEPCO,UNION ELEC CO 5.50 PR A,Pink Current,104.750000,0.000000,0,Preferred Stock,USA,Missouri
UEPCP,UNION ELEC CO 4.30 PR,Pink Current,95.500000,0.000000,0,Preferred Stock,USA,Missouri
UEPEM,UNION ELEC CO 4 PR,Pink Current,92.000000,0.000000,0,Preferred Stock,USA,Missouri
UEPEN,UNION ELEC CO 3.50 PR,Pink Current,89.800000,91.808700,20,Preferred Stock,USA,Missouri
UEPEO,UNION ELEC CO 4.50 PR,Pink Current,101.250000,15.665100,0,Preferred Stock,USA,Missouri
UEPEP,UNION ELEC CO 4.56 PR,Pink Current,101.400000,112.025900,0,Preferred Stock,USA,Missouri
HSTC,HST GLOBAL INC,Pink Current,0.009000,0.000000,0,Common Stock,USA,Virginia
TVNB,TURBOTVILLE NATL BK PA,Pink Current,93.160000,0.000000,0,Common Stock,USA,Pennsylvania
JKSM,JACKSAM CORPORATION,Pink Current,1.650000,58.425200,250,Common Stock,USA,California
TRCY,TRI CITY BANKSHARES CORP,Pink Current,20.820000,91.932500,200,Common Stock,USA,Wisconsin
TNLX,TRANS LUX CORP,Pink Current,0.920000,73.270000,0,Common Stock,USA,New York
TTLO,TOROTEL INC,Pink Current,0.721000,36.289700,0,Common Stock,USA,Kansas
TROLB,TOOTSIE ROLL INDUS B COM,Pink Current,34.000000,0.000000,0,Common Stock,USA,Illinois
TIRTZ,TIDELANDS ROYALTY TR,Pink Current,0.260000,157.691000,0,Common Stock,USA,Texas
WDRP,WANDERPORT CORP,Pink Current,0.015500,95.779900,1172457,Common Stock,USA,California
TLSRP,TELOS CORP MD 12 EX RD PR,Pink Current,27.000000,15.803200,100,Preferred Stock,USA,Virginia
BTDG,B2DIGITAL INC,Pink Current,0.008000,45.709200,37000,Common Stock,USA,Florida
TIKK,TEL-INSTR ELECTRONICS CRP,Pink Current,2.750000,418.461900,1000,Common Stock,USA,New Jersey
TNRK,TNR TECHNICAL INC,Pink Current,12.750000,0.000000,0,Common Stock,USA,Florida
SPRS,SURGE COMPONENTS INC,Pink Current,1.600000,31.796200,110,Common Stock,USA,New York
ESGI,ENSURGE INC,Pink Current,0.040000,392.079800,41610,Common Stock,USA,Wisconsin
GRDO,GUARD DOG INC A,Pink Current,0.001500,100.415400,4794480,Common Stock,USA,Nevada
STQN,STRATEGIC ACQUIS INC NEV,Pink Current,0.510000,210.638300,0,Common Stock,USA,New York
SBHO,STEUBEN TR CO HORNELL NY,Pink Current,38.450000,170.363100,0,Common Stock,USA,New York
SCXLB,STARRETT (L S) CO B COM,Pink Current,8.300000,76.271200,100,Common Stock,USA,Massachusetts
GRNH,GREENGRO TECHS INC,Pink Current,0.018000,54.747800,1053627,Common Stock,USA,California
SBDKP,STANLEY BD 4.75 PFD SER B,Pink Current,148.500000,0.000000,0,Preferred Stock,USA,Connecticut
SPND,SPINDLETOP OIL&GAS CO,Pink Current,3.500000,111.276900,0,Common Stock,USA,Texas
SOMC,STHN MICH BANCORP INC,Pink Current,38.550000,449.821300,5635,Common Stock,USA,Michigan
SOBS,SOLVAY BANK SOLVAY NY,Pink Current,40.510000,310.646800,800,Common Stock,USA,New York
SDRC,SIDNEY RESOURCES CORP,Pink Current,0.003500,35.013600,0,Common Stock,USA,Idaho
HLAB,HASH LABS INC,Pink Current,5.050000,113.562100,79,Common Stock,USA,Florida
SENEL,SENECA FOODS CORP PFD,Pink Current,27.500000,0.000000,0,Preferred Stock,USA,New York
SENEM,SENECA FOODS CORP 12 PFD,Pink Current,25.000000,0.000000,0,Preferred Stock,USA,New York
SLGD,SCOTTS LIQUID GOLD INC,Pink Current,2.500000,81.216200,4016,Common Stock,USA,Colorado
CTVZ,CHINA TRAVEL RESORT HLDGS,Pink Current,1.750000,53.784900,0,Common Stock,USA,New York
SFEF,SANTA FE FINANCIAL CORP,Pink Current,35.000000,665.217400,1500,Common Stock,USA,California
AASP,ALL-AMER SPORTPARK INC,Pink Current,0.370000,433.092600,2335,Common Stock,USA,Nevada
PGNT,PARAGON TECHS INC,Pink Current,1.420000,750.349800,3750,Common Stock,USA,Pennsylvania
RSKIA,RISK (GEORGE) INDUS INC A,Pink Current,8.550000,45.159500,0,Common Stock,USA,Nebraska
RSRV,RESERVE PETROLEUM CO,Pink Current,200.000000,15.134500,0,Common Stock,USA,Oklahoma
RLBY,RELIABILITY INC,Pink Current,0.031000,7.389000,0,Common Stock,USA,Connecticut
PIAC,PRINCETON CAPITAL CORP,Pink Current,0.260000,451.559000,0,Common Stock,USA,New Jersey
RCBC,RIVER CITY BANK CALIF,Pink Current,193.500000,15.797000,25,Common Stock,USA,California
VAPR,VAPORBRANDS INTL INC,Pink Current,0.008960,93.719200,67500,Common Stock,USA,Florida
QNBC,Q N B CORP,Pink Current,37.190000,144.064000,414,Common Stock,USA,Pennsylvania
SNET,SOURCINGLINK.NET INC,Pink Current,0.020800,136.291500,1,Common Stock,USA,California
PUNB,PUTNAM CTY N B CARMEL NY,Pink Current,105.000000,0.000000,0,Common Stock,USA,New York
PCYN,PROCYON CORP,Pink Current,0.280000,236.383000,0,Common Stock,USA,Florida
PRSI,PORTSMOUTH SQUARE INC,Pink Current,72.320000,0.000000,0,Common Stock,USA,California
PONT,PONTIAC BANCORP INC,Pink Current,400.000000,88.235300,0,Common Stock,USA,Illinois
VMHG,VICTORY MARINE HLDGS CORP,Pink Current,0.070000,412.519200,17950,Common Stock,USA,Florida
PBOWN,PITNEY BOWES INC 2.12 PR,Pink Current,110.300000,1.399700,0,Preferred Stock,USA,Connecticut
PBOWP,PITNEY BOWES INC 4 PR,Pink Current,460.000000,0.000000,0,Preferred Stock,USA,Connecticut
QPRC,QUEST PATENT RESEARCH CRP,Pink Current,0.014000,83.168400,5442833,Common Stock,USA,New York
PHIIQ,PHI INC,Pink Current,1.300000,900.000000,58940,Common Stock,USA,Louisiana
PHIKQ,PHI INC NON VOTING,Pink Current,0.430000,900.000000,564559,Common Stock,USA,Louisiana
PFOH,PERPETUAL FSB (URBA OH),Pink Current,30.020100,175.487000,0,Common Stock,USA,Ohio
PPLL,PEOPLES LTD,Pink Current,67.120000,57.678400,0,Common Stock,USA,Pennsylvania
PEBA,PENN BANCSHARES INC,Pink Current,42.000000,0.000000,0,Common Stock,USA,New Jersey
PKIN,PEKIN LIFE INS CO CAP,Pink Current,12.750000,80.752100,8,Common Stock,USA,Illinois
PTSC,PATRIOT SCIENTIFIC CORP,Pink Current,0.005200,164.574300,60500,Common Stock,USA,California
PARF,PARADISE INC,Pink Current,29.000000,397.243900,0,Common Stock,USA,Florida
PPWLM,PACIFICORP(OREG) 7 PR,Pink Current,138.000000,419.369100,0,Preferred Stock,USA,Oregon
PPWLO,PACIFICORP(OREG) 6 PR,Pink Current,123.000000,556.051000,13,Preferred Stock,USA,Oregon
PNCFO,PNC FINL SV GP 1.80 B PFD,Pink Current,600.000000,0.000000,0,Preferred Stock,USA,Pennsylvania
RDGA,RIDGEFIELD ACQUISTON CORP,Pink Current,1.500000,836.431200,100,Common Stock,USA,California
OXBC,OXFORD BANK CORP,Pink Current,19.000000,143.005200,1100,Common Stock,USA,Michigan
ORBT,ORBIT INTL CORP,Pink Current,6.100000,82.837200,1800,Common Stock,USA,New York
ATIN,ATI NATIONWIDE HLDG,Pink Current,0.004100,0.000000,0,Common Stock,USA,North Carolina
GRPS,GOLD RIVER PRODS INC,Pink Current,0.002900,68.994700,2473090,Common Stock,USA,Colorado
AFNL,AMTRUST FINANCIAL CORP,Pink Current,71.500000,4.222300,0,Common Stock,USA,Ohio
GTII,GLOBAL TECH INDUSTRIES,Pink Current,0.098300,51.481200,26320,Common Stock,USA,New York
SPOM,SPO GLOBAL INC,Pink Current,0.026000,19.748600,5503,Common Stock,USA,Massachusetts
NWIN,NORTHWEST INDIANA BANCORP,Pink Current,41.450000,170.545300,2800,Common Stock,USA,Indiana
NTWB,NORTHWEST B&T DVNPRT IA,Pink Current,0.000000,,0,Common Stock,USA,Iowa
NODB,NORTH DALLAS BK&TR CO TEX,Pink Current,83.500000,18.180200,0,Common Stock,USA,Texas
NCLIP,NORTH COAST LFE INS10PR A,Pink Current,18.160000,0.000000,0,Preferred Stock,USA,Washington
NIMU,NON-INVASIVE MONITORG SYS,Pink Current,0.090000,45.926600,33333,Common Stock,USA,Florida
NNUP,NOCOPI TECHS INC,Pink Current,0.041000,32.912700,35409,Common Stock,USA,Pennsylvania
NTBP,NEW TRIPOLI BANCORP INC,Pink Current,999.000000,81.000000,0,Common Stock,USA,Pennsylvania
NEWEN,NEW ENGLAND POWER 6 PR,Pink Current,120.000000,0.000000,0,Preferred Stock,USA,Massachusetts
SDON,SANDSTON CORP,Pink Current,0.040000,7.592100,0,Common Stock,USA,Michigan
NEFB,NEFFS BANCORP INC,Pink Current,414.000000,0.000000,0,Common Stock,USA,Pennsylvania
NEFBP,NEFFS BANCORP INC PFD SER,Pink Current,275.000000,0.000000,0,Preferred Stock,USA,Pennsylvania
BACRP,BANK OF AMERICA 7.00B PFD,Pink Current,54.900000,0.000000,0,Preferred Stock,USA,North Carolina
SKPO,SKYE PETE INC,Pink Current,0.001800,0.000000,0,Common Stock,USA,Texas
NACB,NATL CAPITAL BK WASH DC,Pink Current,217.000000,2.605300,0,Common Stock,USA,Washington DC
NCXS,NATL BK COXSACKIE NY,Pink Current,42.000000,0.000000,0,Common Stock,USA,New York
NRGSP,NARRAGANSETT ELEC 41/2 PR,Pink Current,51.000000,0.000000,0,Preferred Stock,USA,Rhode Island
MYBF,MUNCY BANK FINANCIAL INC,Pink Current,33.750000,68.784400,0,Common Stock,USA,Pennsylvania
MUEL,MUELLER PAUL CO,Pink Current,30.000000,82.324700,2100,Common Stock,USA,Missouri
MCEM,MONARCH CEMENT CO,Pink Current,63.110000,97.406200,2074,Common Stock,USA,Kansas
MSBHF,MITSUBISHI CORP ORD,Pink Current,29.000000,6.527300,8,Foreign Ordinary Shares,USA,New York
MSBHY,MITSUBISHI CORP S/ADR,Pink Current,55.765000,51.107400,4107,ADRs,USA,New York
MNESP,MSA SAFETY INC 4.5% PFD,Pink Current,49.000000,0.000000,0,Preferred Stock,USA,Pennsylvania
MMTRS,MILLS MUSIC TRUST CBI,Pink Current,33.000000,57.339000,3,Common Stock,USA,New York
MLLS,MILLER INDUS INC FLA,Pink Current,0.862500,477.966000,0,Common Stock,USA,Florida
HCMC,HEALTHIER CHOICES MGMT,Pink Current,0.000100,28.463900,2120001,Common Stock,USA,Florida
MIFF,MIFFLINBURG BANCORP INC,Pink Current,23.650000,0.000000,0,Common Stock,USA,Pennsylvania
MSLXP,MIDSOUTH BANCORP INC PF C,Pink Current,95.000000,0.000000,0,Preferred Stock,USA,Louisiana
MSEXP,MIDDLESEX WATER 7 PR,Pink Current,146.000000,0.000000,0,Preferred Stock,USA,New Jersey
MFCO,MICROWAVE FILTER CO INC,Pink Current,0.420000,87.793300,0,Common Stock,USA,New York
MPAD,MICROPAC INDUST INC,Pink Current,9.600000,110.363000,0,Common Stock,USA,Texas
HEWA,HEALTHWAREHOUSE.COM,Pink Current,0.390000,124.675000,20038,Common Stock,USA,Kentucky
MBKL,MBT BANCSHARES INC,Pink Current,20.299000,211.878700,0,Common Stock,USA,Louisiana
MERG,MERGER MINES CORP,Pink Current,25.000000,0.000000,0,Common Stock,USA,Idaho
MDPEB,MEREDITH CORP B,Pink Current,60.500000,0.000000,0,Common Stock,USA,Iowa
MFGI,MERCHANTS FINCL GRP INC,Pink Current,75.000000,10.957500,0,Common Stock,USA,Minnesota
PSSR,PASSUR AEROSPACE INC,Pink Current,1.350000,192.642900,0,Common Stock,USA,Connecticut
RGBD,REGIONAL BRANDS INC,Pink Current,13.000000,5.616200,0,Common Stock,USA,Ohio
MDMN,MEDINAH MINERALS INC,Pink Current,0.002000,49.777400,356200,Common Stock,USA,Indiana
MCHB,MECHANICS BK RICHMOND CAL,Pink Current,29000.000000,158.823500,2,Common Stock,USA,California
MFBP,M&F BANCORP INC,Pink Current,2.200000,113.930700,9250,Common Stock,USA,North Carolina
MKTY,MECHANICAL TECHNOLOGY INC,Pink Current,1.000000,172.764100,4404,Common Stock,USA,New York
LVXI,LAS VEGAS XPRESS INC,Pink Current,0.000100,264.370900,84500000,Common Stock,USA,Nevada
MCHT,MAUCH CHUNK TR FINCL CORP,Pink Current,15.450000,0.000000,0,Common Stock,USA,Pennsylvania
WODI,WOD RETAIL SOLUTIONS INC,Pink Current,0.300000,449.931200,0,Common Stock,USA,Colorado
MLGF,MALAGA FINANCIAL CORP,Pink Current,25.500000,134.178200,11570,Common Stock,USA,California
MAGAA,MAGNA-LAB INC A,Pink Current,0.030000,813.639500,0,Common Stock,USA,New York
MVES,THE MOVIE STUDIO INC,Pink Current,0.014000,161.337500,3019,Common Stock,USA,Florida
GRMC,GOLDRICH MINING CO,Pink Current,0.020000,268.140200,0,Common Stock,USA,Washington
LGNDZ,LIGAND PHARMS INC CVR,Pink Current,0.005600,58.664500,0,Rights,USA,California
LGNXZ,LIGAND PHARMS GLUCAGON,Pink Current,0.090000,54.890500,2500,Rights,USA,California
LGNYZ,LIGAND PHARMS GENERAL CVR,Pink Current,0.006000,150.715900,0,Rights,USA,California
LGNZZ,LIGAND PHARMS BETA CVR,Pink Current,0.200000,58.491800,45000,Rights,USA,California
LLBO,LIFELINE BIOTECHS INC NEW,Pink Current,0.001700,65.540900,2195042,Common Stock,USA,Nevada
LINS,LIFE INS CO ALA,Pink Current,130.000000,650.675700,0,Common Stock,USA,Alabama
LINSA,LIFE INS CO ALA A,Pink Current,19.750000,108.632000,1000,Common Stock,USA,Alabama
LIBC,LIBERTY BANCORP,Pink Current,23.250100,315.000000,0,Common Stock,USA,California
VTMC,VALENTINE MARK CORP,Pink Current,1.250000,15.463900,0,Common Stock,USA,New York
FCRE,FC GLOBAL REALTY INC,Pink Current,0.350000,410.363700,43086,Common Stock,USA,Pennsylvania
KIRY,KIEWIT ROYALTY TRUST,Pink Current,0.455000,0.000000,0,Common Stock,USA,Nebraska
KSBI,KS BANCORP INC,Pink Current,25.510000,34.241300,0,Common Stock,USA,North Carolina
SHLDQ,SEARS HOLDINGS CORP,Pink Current,0.744000,22.110100,802296,Common Stock,USA,Illinois
SHLWQ,SEARS HOLDINGS CORP WTS,Pink Current,0.110000,96.743200,247877,Warrants,USA,Illinois
JUVF,JUNIATA VLY FINCL CORP PA,Pink Current,20.500000,49.285000,0,Common Stock,USA,Pennsylvania
JNES,JONESTOWN BK & TR PA,Pink Current,22.250000,107.419700,0,Common Stock,USA,Pennsylvania
DMCD,DETWILER FENTON GROUP INC,Pink Current,0.030000,469.802300,0,Common Stock,USA,Delaware
ITEX,ITEX CORP,Pink Current,4.300000,75.372700,150,Common Stock,USA,Washington
IOFB,IOWA FIRST BANCSHS CORP,Pink Current,35.600000,373.256500,941,Common Stock,USA,Iowa
IVRO,INVITRO INTL,Pink Current,0.055000,305.811100,10000,Common Stock,USA,California
ISCB,INTL SPEEDWAY CORP B,Pink Current,42.330000,125.202500,20,Common Stock,USA,Florida
INPAP,INTL PAPER CO 4 C PR,Pink Current,96.000000,38.551400,0,Preferred Stock,USA,Tennessee
TOMI,TEXAS OIL & MINERALS,Pink Current,0.055000,71.160300,28235,Common Stock,USA,Texas
INKW,GREENE CONCEPTS INC NEW,Pink Current,0.017560,174.297800,895141,Common Stock,USA,California
LINK,INTERLINK ELECTRONICS,Pink Current,1.870000,46.698400,0,Common Stock,USA,California
ITDN,INTERDYNE COMPANY,Pink Current,0.014000,0.000000,0,Common Stock,USA,California
YBAO,YBCC INC,Pink Current,0.236000,0.476000,1,Common Stock,USA,California
ARAO,AURASOURCE INC,Pink Current,0.150000,9.259800,10,Common Stock,USA,Arizona
INRD,INRAD OPTICS INC,Pink Current,1.620000,147.629900,6300,Common Stock,USA,New Jersey
IAIC,INFORMATION ANALYSIS INC,Pink Current,0.220000,52.476300,0,Common Stock,USA,Virginia
IFNY,INFINITY ENERGY RES INC,Pink Current,0.080000,153.654300,0,Common Stock,USA,Kansas
IPWLK,INDPLS PWR & LT 5.65 PFD,Pink Current,101.000000,637.573400,145,Preferred Stock,USA,Indiana
IPWLN,INDPLS PWR & LT 4.80 PR,Pink Current,101.000000,0.000000,0,Preferred Stock,USA,Indiana
IPWLP,INDPLS PWR & LT 4 PR,Pink Current,95.500000,0.000000,0,Preferred Stock,USA,Indiana
FDBH,FOUNDERS BAY HLDGS,Pink Current,10.400000,37.295500,0,Common Stock,USA,Delaware
PDPR,MARATHON GROUP CORP,Pink Current,0.000900,393.570600,24225965,Common Stock,USA,Connecticut
IBBRL,IBERIABANK D/S PFD SER D,Pink Current,25.090000,900.000000,899380,Foreign Ordinary Shares,USA,Louisiana
ATHC,ACCELERATED TECH HLD CRP,Pink Current,0.210000,2.134200,0,Common Stock,USA,New York
HOVVD,HOVNANIAN ENTRPRS B NEW,Pink Current,0.000000,,0,Common Stock,USA,New Jersey
HONT,HONAT BANCORP INC,Pink Current,105.998200,0.000000,0,Common Stock,USA,Pennsylvania
HAWEL,HAWAIIAN ELEC 5 E PR,Pink Current,22.250000,79.407100,100,Preferred Stock,USA,Hawaii
HAWEM,HAWAIIAN ELEC 5 D PR,Pink Current,21.020000,0.000000,0,Preferred Stock,USA,Hawaii
HAWEN,HAWAIIAN ELEC 41/4 C PR,Pink Current,19.500000,0.000000,0,Preferred Stock,USA,Hawaii
HAWLI,HAWAIIAN ELEC 4.75 J PR,Pink Current,19.300000,0.000000,0,Preferred Stock,USA,Hawaii
HAWLL,HAWAIIAN ELEC 4.65 K PR,Pink Current,20.200000,0.000000,0,Preferred Stock,USA,Hawaii
HAWLM,HAWAIIAN ELEC 5.25 H PR,Pink Current,21.000000,0.000000,0,Preferred Stock,USA,Hawaii
HAWLN,HAWAIIAN ELEC 5 I PR,Pink Current,20.200000,3.542200,77,Preferred Stock,USA,Hawaii
HFBK,HARFORD BK ABERDEEN MD,Pink Current,28.900000,55.458100,0,Common Stock,USA,Maryland
HMLN,HAMLIN BK&TR SMETHPORT PA,Pink Current,297.000000,105.934700,0,Common Stock,USA,Pennsylvania
HFBA,HFB FINANCIAL CORP,Pink Current,29.750000,15.491900,0,Common Stock,USA,Kentucky
HCBN,HCB FINCL CORP,Pink Current,30.900000,55.076000,0,Common Stock,USA,Michigan
POTN,POTNETWORK HLDGS INC,Pink Current,0.151600,44.363900,1745609,Common Stock,USA,Florida
PXFG,PHOENIX FOOTWEAR GROUP,Pink Current,0.230000,61.213300,0,Common Stock,USA,California
GABK,GRAND BANK CORPORATION,Pink Current,6075.000000,300.000000,2,Common Stock,USA,Massachusetts
ETCK,ENERTECK CORP,Pink Current,0.050000,0.000000,0,Common Stock,USA,Texas
GBCS,GLOBAL HEALTHCARE REIT,Pink Current,0.331000,23.583100,0,Common Stock,USA,Colorado
GNBF,G N B FNCL SVCS INC,Pink Current,54.000000,0.000000,0,Common Stock,USA,Pennsylvania
FLEW,FLEETWOOD BANK CORP,Pink Current,83.000000,22.704300,0,Common Stock,USA,Pennsylvania
FREVS,FIRST REAL EST INV TR NJ,Pink Current,14.950000,42.821300,0,Fund,USA,New Jersey
FINN,FIRST NATL OF NEB INC,Pink Current,9125.000000,35.207800,3,Common Stock,USA,Nebraska
FNBM,FIRST NB MARYSVILLE PA,Pink Current,0.000000,,0,Common Stock,USA,Pennsylvania
FIGR,FIRST NB GROTON NY,Pink Current,470.000000,726.923100,0,Common Stock,USA,New York
